lead_id,source,campaign,created_date,converted_flag
LEAD01408,Referral,Product Launch,2026-01-23,0
LEAD01409,LinkedIn,Q1 Spring Push,2025-09-12,0
LEAD01410,Paid Search,Product Launch,2025-03-21,0
LEAD01411,Referral,Q1 Spring Push,2025-11-23,1
LEAD01412,Paid Search,Competitor Conquest,2025-08-26,1
LEAD01413,Organic Search,Brand Awareness,2025-11-25,0
LEAD01414,Event,Retention Drive,2025-10-02,0
LEAD01415,LinkedIn,Competitor Conquest,2025-04-10,0
LEAD01416,Event,Q1 Spring Push,2026-01-04,1
LEAD01417,LinkedIn,Competitor Conquest,2025-07-23,0
LEAD01418,Event,Product Launch,2025-08-19,0
LEAD01419,LinkedIn,Competitor Conquest,2025-12-17,0
LEAD01420,Event,Q1 Spring Push,2025-12-26,0
LEAD01421,Organic Search,Q1 Spring Push,2025-11-08,0
LEAD01422,Referral,Product Launch,2025-10-26,1
LEAD01423,Cold Outreach,Retention Drive,2025-07-23,1
LEAD01424,Organic Search,Retention Drive,2026-01-27,0
LEAD01425,Paid Search,Product Launch,2025-08-20,0
LEAD01426,Event,Brand Awareness,2026-02-12,0
LEAD01427,LinkedIn,Q1 Spring Push,2026-02-14,0
LEAD01428,Cold Outreach,Competitor Conquest,2025-12-02,0
LEAD01429,Referral,Product Launch,2025-05-11,0
LEAD01430,Event,Competitor Conquest,2025-06-19,0
LEAD01431,Cold Outreach,Q1 Spring Push,2025-04-15,0
LEAD01432,Organic Search,Product Launch,2026-01-12,0
LEAD01433,Organic Search,Retention Drive,2025-10-26,1
LEAD01434,Event,Q1 Spring Push,2025-10-21,0
LEAD01435,Event,Competitor Conquest,2025-08-23,0
LEAD01436,Paid Search,Brand Awareness,2025-07-01,0
LEAD01437,Paid Search,Brand Awareness,2025-04-19,0
LEAD01438,Event,Brand Awareness,2026-03-10,0
LEAD01439,Event,Retention Drive,2025-07-10,1
LEAD01440,Cold Outreach,Product Launch,2025-12-14,0
LEAD01441,Organic Search,Product Launch,2025-12-06,0
LEAD01442,Referral,Product Launch,2026-03-05,0
LEAD01443,Referral,Brand Awareness,2026-03-01,0
LEAD01444,LinkedIn,Q1 Spring Push,2025-12-14,1
LEAD01445,Organic Search,Retention Drive,2025-09-12,0
LEAD01446,Event,Q1 Spring Push,2025-07-04,0
LEAD01447,Referral,Q1 Spring Push,2026-02-16,0
LEAD01448,Event,Brand Awareness,2025-11-15,0
LEAD01449,Paid Search,Product Launch,2026-01-22,0
LEAD01450,Cold Outreach,Brand Awareness,2025-07-23,1
LEAD01451,LinkedIn,Retention Drive,2025-10-31,0
LEAD01452,LinkedIn,Brand Awareness,2025-07-20,0
LEAD01453,LinkedIn,Brand Awareness,2025-03-13,1
LEAD01454,Event,Retention Drive,2025-07-07,0
LEAD01455,Cold Outreach,Retention Drive,2025-04-18,1
LEAD01456,Referral,Product Launch,2025-04-08,1
LEAD01457,LinkedIn,Competitor Conquest,2026-02-24,0
LEAD01458,Cold Outreach,Competitor Conquest,2025-09-08,0
LEAD01459,Organic Search,Product Launch,2025-08-30,0
LEAD01460,LinkedIn,Retention Drive,2025-07-24,0
LEAD01461,Event,Product Launch,2025-10-27,0
LEAD01462,LinkedIn,Brand Awareness,2025-08-23,0
LEAD01463,LinkedIn,Brand Awareness,2025-12-04,0
LEAD01464,Event,Brand Awareness,2025-05-02,1
LEAD01465,Referral,Retention Drive,2025-09-15,1
LEAD01466,Organic Search,Competitor Conquest,2025-03-26,0
LEAD01467,Cold Outreach,Product Launch,2025-06-17,1
LEAD01468,Event,Retention Drive,2025-04-05,0
LEAD01469,Referral,Brand Awareness,2026-02-06,1
LEAD01470,Organic Search,Competitor Conquest,2026-02-19,0
LEAD01471,Event,Q1 Spring Push,2026-02-12,0
LEAD01472,Organic Search,Competitor Conquest,2025-09-12,0
LEAD01473,Organic Search,Q1 Spring Push,2025-11-03,0
LEAD01474,LinkedIn,Retention Drive,2025-04-05,1
LEAD01475,Event,Product Launch,2026-01-26,0
LEAD01476,Paid Search,Product Launch,2025-08-02,0
LEAD01477,Organic Search,Brand Awareness,2025-11-19,0
LEAD01478,LinkedIn,Product Launch,2025-03-29,1
LEAD01479,Referral,Competitor Conquest,2026-01-20,0
LEAD01480,LinkedIn,Retention Drive,2025-10-03,0
LEAD01481,Referral,Brand Awareness,2025-05-19,1
LEAD01482,Paid Search,Brand Awareness,2026-01-01,1
LEAD01483,Paid Search,Brand Awareness,2025-10-06,0
LEAD01484,Event,Competitor Conquest,2025-06-05,1
LEAD01485,Referral,Q1 Spring Push,2025-12-31,0
LEAD01486,Cold Outreach,Brand Awareness,2025-06-27,0
LEAD01487,Cold Outreach,Brand Awareness,2025-07-15,0
LEAD01488,Referral,Competitor Conquest,2025-08-13,0
LEAD01489,Event,Q1 Spring Push,2025-08-08,0
LEAD01490,Paid Search,Retention Drive,2025-10-08,1
LEAD01491,Event,Retention Drive,2025-09-01,0
LEAD01492,Event,Retention Drive,2025-10-12,1
LEAD01493,Referral,Product Launch,2025-08-17,1
LEAD01494,Referral,Retention Drive,2025-07-19,0
LEAD01495,Organic Search,Q1 Spring Push,2025-10-24,0
LEAD01496,Cold Outreach,Q1 Spring Push,2025-09-22,0
LEAD01497,LinkedIn,Retention Drive,2025-07-08,0
LEAD01498,Organic Search,Q1 Spring Push,2025-05-16,0
LEAD01499,Cold Outreach,Q1 Spring Push,2025-03-17,0
LEAD01500,Paid Search,Retention Drive,2025-07-01,0
